Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
22-01-2025,Shelby Garner,27,Male,East Michael,Dell,Dell 935,i3,4GB,512GB SSD,12420,5,11799,Credit Card,1,1,Offline
16-01-2025,Kristi Mcdonald,47,Female,Brownland,MSI,MSI 217,i3,4GB,1TB SSD,18820,3,18255.4,Credit Card,3,1,Online
17-01-2025,Sharon Martin,41,Female,Yvonnefort,HP,HP 395,i3,8GB,1TB HDD,16070,20,12856,Debit Card,3,1,Online
20-01-2025,William Warner,48,Female,Hughesville,MSI,MSI 901,Ryzen 5,8GB,512GB SSD,15890,9,14459.9,Net Banking,3,3,Online
13-01-2025,Timothy Ross,18,Male,Evanshaven,Dell,Dell 568,Ryzen 3,8GB,256GB SSD,18150,26,13431,UPI,2,5,Offline
17-01-2025,Ryan Lawson,22,Female,New Michelleville,Dell,Dell 805,i3,32GB,1TB SSD,18970,13,16503.9,UPI,1,1,Offline
21-01-2025,Joshua Nguyen,41,Female,Jennifershire,HP,HP 825,i3,8GB,1TB HDD,3060,25,2295,Net Banking,3,3,Offline
12-01-2025,Dakota Bailey,57,Other,West Danielleshire,Acer,Acer 890,Ryzen 5,32GB,256GB SSD,24410,19,19772.1,Credit Card,2,5,Offline
09-01-2025,Joyce Turner,44,Other,Hannahfurt,Lenovo,Lenovo 401,Ryzen 5,8GB,1TB SSD,24880,23,19157.6,Cash,3,5,Online
02-01-2025,Keith Smith,42,Other,Adamton,Samsung,Samsung 903,i3,8GB,1TB SSD,24300,28,17496,Cash,1,4,Offline
20-01-2025,Jeffrey Peterson,57,Male,New Nicolebury,Asus,Asus 131,i7,32GB,512GB SSD,17860,14,15359.6,Credit Card,3,4,Online
17-01-2025,Kathryn Jones,62,Other,New Ericville,Lenovo,Lenovo 229,i3,4GB,512GB SSD,20670,28,14882.4,UPI,2,5,Offline
17-01-2025,Kim Ortiz,18,Female,West Terri,HP,HP 666,i3,16GB,512GB SSD,5980,25,4485,Net Banking,2,3,Offline
12-01-2025,Michael Turner,25,Female,Ginafort,Samsung,Samsung 567,i7,4GB,512GB SSD,22990,9,20920.9,Net Banking,3,2,Online
04-01-2025,Adrian Aguirre,52,Other,Reneeshire,Apple,Apple 387,i3,32GB,512GB SSD,20840,8,19172.8,Debit Card,1,2,Offline
19-01-2025,Sonya Parker,50,Other,Austinview,HP,HP 560,i3,16GB,1TB HDD,13910,29,9876.1,Debit Card,1,5,Offline
08-01-2025,Brian Myers,41,Female,South Dustinport,Dell,Dell 426,Ryzen 3,8GB,256GB SSD,8790,4,8438.4,UPI,2,1,Online
10-01-2025,James Harrison,22,Other,Kaylaborough,MSI,MSI 324,Ryzen 7,16GB,1TB SSD,14260,30,9982,Credit Card,2,2,Online
17-01-2025,Jeremy Cooper,35,Female,Coleberg,Apple,Apple 615,i5,16GB,1TB HDD,3200,1,3168,Credit Card,2,5,Online
14-01-2025,Daniel Moore,28,Other,South Hollyborough,Acer,Acer 834,Ryzen 3,8GB,256GB SSD,8580,13,7464.6,Credit Card,2,5,Online
11-01-2025,Michael Mcgee,48,Male,New Emily,Dell,Dell 905,i7,4GB,256GB SSD,7750,18,6355,UPI,1,5,Offline
03-01-2025,Lisa Perez,24,Other,East Rebeccachester,HP,HP 422,i5,32GB,256GB SSD,4780,23,3680.6,UPI,1,4,Online
22-01-2025,Sherry Munoz,30,Male,Johnbury,Dell,Dell 573,i3,32GB,1TB HDD,3600,0,3600,Net Banking,2,1,Offline
20-01-2025,Jeffrey Bell,53,Other,Michealtown,Asus,Asus 815,i7,8GB,512GB SSD,24370,14,20958.2,Net Banking,3,5,Offline
11-01-2025,Crystal Nelson,40,Male,Lake Gailport,Acer,Acer 385,Ryzen 3,4GB,1TB SSD,6600,30,4620,Cash,3,5,Offline
14-01-2025,Danny Brown,30,Female,Richardshire,HP,HP 318,Ryzen 7,4GB,256GB SSD,13560,10,12204,Credit Card,1,3,Online
17-01-2025,Zachary Wright,61,Male,Wilsonborough,HP,HP 579,i7,8GB,1TB HDD,20930,8,19255.6,Cash,1,3,Offline
23-01-2025,Darren Hays,51,Male,South Jessicaville,MSI,MSI 982,i7,32GB,256GB SSD,20580,14,17698.8,Debit Card,3,5,Offline
05-01-2025,Amy Keller,37,Other,East Wendy,Lenovo,Lenovo 660,i7,8GB,1TB HDD,12330,12,10850.4,UPI,2,2,Online
03-01-2025,Eric Kelley,39,Female,Johnstontown,Dell,Dell 556,Ryzen 3,16GB,256GB SSD,19110,11,17007.9,Net Banking,3,3,Online
17-01-2025,James Chambers,41,Female,Lake Lukeview,Apple,Apple 310,Ryzen 5,8GB,256GB SSD,4390,17,3643.7,UPI,2,1,Offline
15-01-2025,Gregory Allen,58,Other,Adrienneville,Acer,Acer 848,i3,4GB,512GB SSD,7080,30,4956,Credit Card,1,4,Offline
23-01-2025,Andrew Harrison,24,Other,Allisonshire,Dell,Dell 245,i7,16GB,1TB SSD,18930,1,18740.7,Debit Card,1,1,Offline
19-01-2025,Amanda Brooks,32,Female,New Cherylshire,Acer,Acer 815,i3,8GB,256GB SSD,6380,21,5040.2,Debit Card,1,4,Offline
09-01-2025,Jacqueline Cox,21,Male,Nathanfort,Apple,Apple 980,Ryzen 3,4GB,256GB SSD,16080,3,15597.6,UPI,1,2,Offline
02-01-2025,Nicholas Gallagher,46,Other,Port Daniel,Asus,Asus 132,Ryzen 3,16GB,256GB SSD,23160,3,22465.2,Net Banking,3,2,Offline
01-01-2025,James Hines,56,Other,Port Amandatown,Dell,Dell 462,Ryzen 7,16GB,256GB SSD,12440,21,9827.6,Credit Card,1,1,Offline
22-01-2025,Debra Parsons,61,Other,South Timothy,Lenovo,Lenovo 411,Ryzen 7,4GB,512GB SSD,7850,0,7850,UPI,2,2,Online
12-01-2025,Michelle Moon,45,Male,West Phillip,Acer,Acer 165,i3,16GB,256GB SSD,12060,20,9648,UPI,3,5,Offline
19-01-2025,Charles Garcia,40,Male,Lisamouth,Asus,Asus 802,Ryzen 5,16GB,512GB SSD,4870,11,4334.3,Net Banking,1,1,Offline
12-01-2025,Michael Kennedy,49,Other,North Mckenzie,Dell,Dell 759,i3,32GB,1TB SSD,5400,2,5292,Cash,2,4,Offline
21-01-2025,Emily Perez,20,Other,West Joshua,Lenovo,Lenovo 590,Ryzen 5,16GB,512GB SSD,11920,21,9416.8,Debit Card,3,3,Offline
11-01-2025,Andrew Lee,32,Male,Chandlerburgh,Dell,Dell 502,Ryzen 3,32GB,1TB SSD,9430,10,8487,UPI,1,2,Offline
06-01-2025,Matthew Carr,18,Male,New Michaelbury,Samsung,Samsung 317,Ryzen 3,16GB,1TB HDD,8320,28,5990.4,Net Banking,1,3,Offline
07-01-2025,Kurt Miller,52,Female,New Robert,Apple,Apple 696,i3,8GB,512GB SSD,11960,25,8970,Debit Card,2,3,Online
08-01-2025,Lawrence Riley,18,Other,East Ericland,Dell,Dell 685,i3,32GB,256GB SSD,17580,7,16349.4,Credit Card,3,5,Offline
18-01-2025,Ronald Berg,33,Male,Ramirezton,Apple,Apple 219,i3,32GB,1TB SSD,21180,7,19697.4,Debit Card,3,1,Offline
21-01-2025,Shelly Perkins,47,Female,Port Angelicatown,Samsung,Samsung 431,Ryzen 5,8GB,256GB SSD,10000,18,8200,Cash,2,3,Offline
14-01-2025,Tom Thomas,20,Male,Freemanshire,Lenovo,Lenovo 529,Ryzen 7,8GB,256GB SSD,8790,14,7559.4,UPI,2,5,Online
16-01-2025,Heather Davis,34,Female,Loriberg,Samsung,Samsung 125,Ryzen 7,8GB,256GB SSD,21220,3,20583.4,Credit Card,2,2,Online
01-01-2025,Danielle Maxwell,29,Male,Austinview,MSI,MSI 817,i5,4GB,512GB SSD,5760,11,5126.4,Cash,1,5,Online
19-01-2025,Gregory Hill,61,Female,East Alexisside,HP,HP 544,i3,4GB,1TB SSD,11660,17,9677.8,UPI,2,5,Offline
17-01-2025,Ashley Gregory,54,Other,Port Michelleborough,Samsung,Samsung 806,Ryzen 3,8GB,256GB SSD,18630,17,15462.9,Cash,1,1,Online
16-01-2025,Melissa Randolph,48,Other,Torresmouth,Lenovo,Lenovo 168,Ryzen 5,32GB,512GB SSD,23820,29,16912.2,Cash,2,2,Offline
16-01-2025,Kelsey Mendoza MD,39,Female,Scottfurt,Dell,Dell 773,i3,8GB,512GB SSD,22520,5,21394,Credit Card,1,2,Offline
11-01-2025,Rebecca Caldwell,52,Male,Christinaland,Lenovo,Lenovo 238,Ryzen 7,8GB,256GB SSD,13320,2,13053.6,UPI,2,4,Online
17-01-2025,Timothy Torres,64,Male,East Ambertown,HP,HP 167,Ryzen 3,16GB,512GB SSD,3410,21,2693.9,Debit Card,3,1,Online
17-01-2025,Renee Herrera,58,Male,Devonborough,Dell,Dell 383,Ryzen 7,8GB,512GB SSD,8370,4,8035.2,Net Banking,2,3,Online
05-01-2025,Jillian Chung MD,33,Female,Kathrynview,Lenovo,Lenovo 142,i5,4GB,1TB SSD,16740,28,12052.8,Credit Card,2,3,Online
15-01-2025,Wendy Duke,18,Other,South Louis,Dell,Dell 452,Ryzen 7,8GB,1TB SSD,21710,14,18670.6,UPI,2,5,Online
18-01-2025,Nicole Walker,26,Male,Christophermouth,Dell,Dell 767,i5,4GB,1TB SSD,6030,15,5125.5,UPI,2,5,Online
07-01-2025,Lisa Webster,55,Other,New Michaelview,Lenovo,Lenovo 222,i3,16GB,512GB SSD,14300,2,14014,Cash,2,4,Online
03-01-2025,Dr. Victoria Turner,54,Male,Harperstad,Lenovo,Lenovo 221,Ryzen 3,32GB,256GB SSD,23520,1,23284.8,UPI,2,5,Offline
20-01-2025,Alison Hudson,43,Female,Cooperburgh,Dell,Dell 492,i5,32GB,512GB SSD,6440,18,5280.8,Cash,2,3,Online
09-01-2025,Elizabeth Parsons,37,Other,Ashleyburgh,Acer,Acer 897,i7,16GB,256GB SSD,21060,30,14742,Net Banking,2,2,Online
22-01-2025,Vanessa Gardner,63,Male,New Gabrielleberg,MSI,MSI 452,i3,16GB,1TB SSD,9850,14,8471,Debit Card,1,2,Online
21-01-2025,Paul Ayers,45,Male,New Ericburgh,HP,HP 402,i5,16GB,512GB SSD,19830,21,15665.7,Debit Card,3,3,Offline
18-01-2025,Ryan Bell,61,Male,West Julie,HP,HP 795,Ryzen 5,4GB,1TB SSD,7010,23,5397.7,Cash,2,2,Offline
02-01-2025,Jon Waller,63,Male,South Christopher,MSI,MSI 369,i5,8GB,1TB HDD,12800,28,9216,Debit Card,3,3,Online
19-01-2025,Jason Bernard,41,Other,Ericmouth,Dell,Dell 473,Ryzen 5,8GB,512GB SSD,13050,8,12006,Debit Card,1,2,Online
02-01-2025,Cody Cantrell,63,Female,Cynthiaville,Samsung,Samsung 515,i3,16GB,1TB HDD,18140,27,13242.2,Net Banking,3,4,Offline
05-01-2025,Debra Smith,39,Female,Hancockfort,MSI,MSI 700,Ryzen 7,16GB,1TB HDD,11160,11,9932.4,Debit Card,2,3,Offline
03-01-2025,Ricky Torres,43,Female,Scottshire,MSI,MSI 926,i3,32GB,512GB SSD,14480,4,13900.8,Credit Card,1,3,Offline
23-01-2025,Amber Clark,19,Other,Suarezmouth,Dell,Dell 686,i7,16GB,256GB SSD,16990,5,16140.5,Net Banking,3,2,Offline
14-01-2025,Rhonda Herring,54,Female,Vanceborough,MSI,MSI 409,Ryzen 3,8GB,256GB SSD,12810,0,12810,Net Banking,2,2,Offline
22-01-2025,Kimberly Hanson,63,Other,New Nicoleside,HP,HP 372,i5,32GB,256GB SSD,14710,1,14562.9,UPI,3,5,Online
08-01-2025,Ashley Howell,28,Female,Jacquelinefort,HP,HP 408,i7,16GB,512GB SSD,5280,14,4540.8,Cash,2,2,Online
03-01-2025,Lisa Thomas,24,Other,Yorkside,Dell,Dell 130,Ryzen 5,4GB,1TB SSD,24740,26,18307.6,UPI,1,2,Online
11-01-2025,Cindy Rivera,41,Other,Kaylabury,Samsung,Samsung 194,Ryzen 5,16GB,1TB HDD,9400,6,8836,UPI,3,3,Offline
05-01-2025,Stephanie Davis,50,Female,Reidport,Acer,Acer 373,Ryzen 7,32GB,256GB SSD,7600,15,6460,Debit Card,3,2,Offline
18-01-2025,Jessica Taylor,39,Other,Cunninghamview,Apple,Apple 327,Ryzen 3,32GB,1TB SSD,8400,18,6888,Net Banking,2,3,Online
23-01-2025,Karina Vincent,30,Female,West Joebury,Dell,Dell 214,i7,4GB,256GB SSD,17620,26,13038.8,Debit Card,2,5,Online
01-01-2025,Brianna Graham,41,Female,Port Cheryltown,Dell,Dell 137,i3,8GB,1TB SSD,10290,23,7923.3,Debit Card,1,3,Offline
20-01-2025,Jeffery Decker,47,Other,Sabrinaberg,Lenovo,Lenovo 222,Ryzen 3,4GB,1TB HDD,12280,30,8596,Cash,3,1,Offline
01-01-2025,Jennifer Harrison,51,Other,New Traciberg,HP,HP 606,i5,4GB,512GB SSD,7980,6,7501.2,Net Banking,3,3,Online
10-01-2025,Jeffrey Johnson,51,Female,New Hunter,Apple,Apple 838,i3,8GB,1TB SSD,13080,11,11641.2,Debit Card,3,3,Online
05-01-2025,Andrew Wong,33,Male,South Bryanview,Apple,Apple 254,Ryzen 7,32GB,512GB SSD,10780,28,7761.6,Cash,3,5,Online
19-01-2025,Donald Walker,36,Female,Lake Rachel,Samsung,Samsung 807,Ryzen 7,8GB,1TB HDD,12230,4,11740.8,Debit Card,2,4,Offline
02-01-2025,Theresa Henry,20,Female,East Annabury,MSI,MSI 193,i3,32GB,256GB SSD,23940,5,22743,Net Banking,3,4,Online
02-01-2025,Justin Olsen,30,Female,Port Amanda,Dell,Dell 201,i3,32GB,256GB SSD,9380,12,8254.4,Credit Card,2,5,Online
23-01-2025,David Henry,63,Male,Adkinsmouth,Samsung,Samsung 782,Ryzen 7,32GB,1TB HDD,24870,27,18155.1,UPI,2,4,Offline
06-01-2025,Robert Mccullough,46,Female,Johnsonfurt,Apple,Apple 248,i5,8GB,512GB SSD,8800,30,6160,Debit Card,3,5,Online
07-01-2025,Scott Meyers,56,Female,West Jeanne,Acer,Acer 257,i7,8GB,512GB SSD,10310,23,7938.7,UPI,2,1,Online
05-01-2025,Dr. Scott Jones,57,Female,East Pamelaborough,Lenovo,Lenovo 480,Ryzen 7,4GB,1TB SSD,12920,26,9560.8,Net Banking,1,1,Online
10-01-2025,Casey Mckenzie,35,Female,West Robert,Samsung,Samsung 382,i3,8GB,256GB SSD,22880,21,18075.2,UPI,1,5,Online
09-01-2025,Jonathan Martinez,59,Other,Ashleytown,Asus,Asus 252,i3,4GB,512GB SSD,18780,5,17841,Net Banking,3,1,Offline
16-01-2025,Christopher Williams,60,Female,Port Eric,Lenovo,Lenovo 684,Ryzen 7,32GB,1TB HDD,18810,2,18433.8,UPI,3,3,Online
08-01-2025,Dawn Turner,41,Female,Amberbury,Acer,Acer 682,i3,8GB,256GB SSD,18080,2,17718.4,Net Banking,3,3,Online
19-01-2025,Benjamin Miller,54,Other,South Allenborough,Asus,Asus 437,Ryzen 3,16GB,256GB SSD,6740,18,5526.8,Net Banking,3,2,Offline
05-01-2025,Sue Williams,53,Female,Garnerfort,Asus,Asus 924,i5,4GB,1TB SSD,3020,25,2265,Debit Card,1,3,Offline
08-01-2025,Nicholas Ryan,28,Other,Stantonshire,Dell,Dell 172,Ryzen 5,32GB,256GB SSD,8560,23,6591.2,Credit Card,1,3,Online
07-01-2025,Denise Castillo,54,Male,West Charles,MSI,MSI 735,Ryzen 3,32GB,1TB SSD,19620,1,19423.8,Cash,3,4,Online
17-01-2025,Connie Nelson,28,Female,East Craig,Samsung,Samsung 595,i5,4GB,512GB SSD,8400,14,7224,Net Banking,3,1,Offline
12-01-2025,Susan Crawford,62,Other,South David,Samsung,Samsung 764,Ryzen 5,32GB,1TB HDD,12710,26,9405.4,Debit Card,3,5,Online
03-01-2025,Brian Hodges,25,Other,Richardbury,HP,HP 745,Ryzen 3,16GB,1TB HDD,10710,0,10710,Cash,3,5,Online
03-01-2025,Joseph Smith,32,Male,Crosbystad,Apple,Apple 146,i5,4GB,256GB SSD,17410,26,12883.4,Credit Card,2,4,Offline
16-01-2025,Kevin Forbes,36,Other,Martinezport,Samsung,Samsung 918,i7,32GB,256GB SSD,5040,0,5040,Debit Card,2,5,Offline
04-01-2025,Ashley Anderson,37,Female,New Davidhaven,MSI,MSI 608,Ryzen 3,16GB,1TB SSD,21430,29,15215.3,UPI,1,4,Offline
15-01-2025,Cynthia Glover,40,Female,Noahland,Dell,Dell 363,i7,4GB,256GB SSD,19650,7,18274.5,UPI,2,2,Online
03-01-2025,Kyle Anderson,20,Other,South Kevinport,MSI,MSI 378,Ryzen 5,32GB,512GB SSD,22020,14,18937.2,Credit Card,1,5,Online
05-01-2025,Michelle Moran,54,Other,New Terryfurt,MSI,MSI 328,i7,8GB,256GB SSD,18190,18,14915.8,Net Banking,3,1,Offline
22-01-2025,Alex Hernandez,40,Male,East Phillip,Apple,Apple 641,i5,32GB,1TB SSD,11450,13,9961.5,UPI,1,1,Offline
03-01-2025,Ashley Howe,51,Other,Brandtshire,Asus,Asus 726,Ryzen 3,16GB,1TB HDD,19950,21,15760.5,Net Banking,1,3,Offline
18-01-2025,Gary White,36,Other,Thompsonville,Lenovo,Lenovo 414,Ryzen 7,16GB,256GB SSD,15500,19,12555,Credit Card,2,5,Online
01-01-2025,Brian Lopez,63,Female,New Rhondaland,Acer,Acer 692,Ryzen 3,16GB,512GB SSD,14040,28,10108.8,Net Banking,2,1,Online
22-01-2025,Mark Jones,27,Male,North Pamelamouth,Dell,Dell 707,i7,32GB,512GB SSD,22530,23,17348.1,Debit Card,3,5,Offline
20-01-2025,Shelby Nolan,24,Male,West Natalietown,Apple,Apple 206,i3,32GB,512GB SSD,5500,22,4290,Debit Card,1,4,Offline
01-01-2025,Kirk Ayala,38,Female,East Benjamin,Asus,Asus 297,i7,32GB,1TB HDD,16790,15,14271.5,Cash,1,2,Online
16-01-2025,Stephanie Smith,18,Male,West Chadport,Acer,Acer 384,Ryzen 5,32GB,1TB HDD,18620,29,13220.2,Credit Card,1,5,Online
04-01-2025,Victoria Olsen,19,Male,Johnsonmouth,Asus,Asus 209,i5,4GB,512GB SSD,21900,10,19710,Net Banking,2,5,Online
03-01-2025,Kelly Bush,39,Other,Hernandezview,Asus,Asus 743,Ryzen 7,32GB,256GB SSD,20620,25,15465,Credit Card,3,5,Online
08-01-2025,Monica Ramsey,34,Other,North Ethan,Asus,Asus 665,i7,8GB,1TB HDD,16400,12,14432,Net Banking,1,1,Online
10-01-2025,Colton Walters,52,Other,Dustinchester,Asus,Asus 149,i5,16GB,512GB SSD,10800,26,7992,Net Banking,1,2,Online
22-01-2025,Amber Collins,30,Female,West Ashleyton,Samsung,Samsung 399,i5,16GB,1TB SSD,11510,20,9208,Credit Card,1,3,Offline
22-01-2025,Amy Wu,63,Other,Port Samuel,MSI,MSI 616,Ryzen 7,32GB,256GB SSD,4330,17,3593.9,UPI,3,2,Offline
20-01-2025,Sara Hebert,55,Male,Parsonsfort,Apple,Apple 924,Ryzen 7,4GB,1TB SSD,20940,28,15076.8,UPI,1,4,Online
11-01-2025,Austin Rose,20,Female,Port Davidburgh,Lenovo,Lenovo 961,i7,4GB,512GB SSD,12350,17,10250.5,UPI,1,2,Offline
18-01-2025,Mary Henry,45,Female,West Jessica,Asus,Asus 285,Ryzen 3,16GB,512GB SSD,11140,6,10471.6,Debit Card,3,2,Online
16-01-2025,Michael Allen,26,Male,South Amber,Apple,Apple 438,Ryzen 3,4GB,512GB SSD,11370,28,8186.4,Credit Card,1,1,Online
18-01-2025,Robert Townsend,34,Female,South Dawnberg,Samsung,Samsung 551,i3,4GB,1TB SSD,21680,11,19295.2,Credit Card,2,4,Offline
10-01-2025,Arthur Woods,57,Other,West Nichole,Asus,Asus 868,i7,8GB,256GB SSD,10100,8,9292,UPI,1,1,Online
12-01-2025,Jamie Lawson,32,Other,West April,Acer,Acer 935,Ryzen 3,8GB,512GB SSD,4180,6,3929.2,UPI,3,2,Online
22-01-2025,Albert Morales,52,Female,Davisbury,Samsung,Samsung 169,Ryzen 5,4GB,256GB SSD,21600,22,16848,Debit Card,1,2,Online
11-01-2025,Alexandra Smith MD,41,Male,East Brandonbury,Samsung,Samsung 933,Ryzen 7,32GB,1TB HDD,21940,23,16893.8,Credit Card,2,4,Offline
03-01-2025,Bianca Garcia,44,Male,Cookhaven,Apple,Apple 370,i3,32GB,1TB HDD,12310,17,10217.3,Net Banking,1,4,Offline
02-01-2025,David Wood,50,Male,Melendezside,Apple,Apple 259,i7,4GB,1TB HDD,18780,12,16526.4,Cash,2,3,Online
23-01-2025,Daniel Peterson,33,Female,Port Joanna,Lenovo,Lenovo 742,i5,32GB,256GB SSD,10630,3,10311.1,Debit Card,1,1,Online
06-01-2025,Jacob Brown,51,Female,Troyhaven,Dell,Dell 341,Ryzen 7,16GB,1TB SSD,5040,21,3981.6,Credit Card,2,1,Offline
19-01-2025,Shelby Higgins,62,Male,Lake William,Lenovo,Lenovo 712,i5,16GB,256GB SSD,13310,22,10381.8,UPI,1,5,Online
11-01-2025,Eric Jones,49,Male,New Melissa,Apple,Apple 279,i5,32GB,1TB SSD,13420,7,12480.6,Debit Card,3,4,Online
04-01-2025,Jacob Johnson,19,Female,Josephmouth,Acer,Acer 253,i5,4GB,1TB SSD,10210,12,8984.8,UPI,3,3,Online
17-01-2025,Monica Thomas,30,Other,Cooperberg,Dell,Dell 808,Ryzen 5,8GB,512GB SSD,14870,9,13531.7,UPI,2,1,Offline
04-01-2025,Daniel Armstrong,50,Other,East Renee,Asus,Asus 112,i7,32GB,256GB SSD,9800,0,9800,UPI,3,4,Offline
02-01-2025,Bryan Romero,22,Other,Greenland,Asus,Asus 294,Ryzen 7,32GB,1TB SSD,13540,19,10967.4,Debit Card,2,4,Online
14-01-2025,Jimmy Parks,56,Other,East Tina,Asus,Asus 524,i5,16GB,512GB SSD,21520,29,15279.2,Net Banking,2,3,Online
03-01-2025,Thomas Shields,40,Other,East Davidfurt,Apple,Apple 117,Ryzen 3,4GB,1TB SSD,17300,17,14359,Credit Card,1,5,Online
20-01-2025,Brandon Jones,59,Female,South Colton,Apple,Apple 254,Ryzen 5,16GB,256GB SSD,5920,10,5328,Net Banking,1,1,Offline
11-01-2025,Jennifer Ellison,38,Other,West John,MSI,MSI 338,Ryzen 3,8GB,1TB SSD,9310,20,7448,Net Banking,1,5,Online
07-01-2025,David Johnson,20,Female,Lake Ianborough,MSI,MSI 177,i7,16GB,256GB SSD,16910,3,16402.7,Debit Card,1,1,Online
21-01-2025,Jonathan Ford,20,Female,New Karla,Lenovo,Lenovo 821,i5,4GB,256GB SSD,10240,27,7475.2,Debit Card,1,2,Offline
08-01-2025,Brittany Smith,65,Female,Andreamouth,HP,HP 828,i7,8GB,1TB SSD,20080,17,16666.4,Net Banking,2,3,Online
04-01-2025,Katelyn Howe,55,Male,Bryanttown,Asus,Asus 368,Ryzen 5,4GB,1TB SSD,15660,9,14250.6,Debit Card,3,1,Offline
23-01-2025,Steven Kennedy,29,Other,South Tammymouth,Samsung,Samsung 552,Ryzen 7,32GB,512GB SSD,15840,16,13305.6,UPI,3,4,Offline
15-01-2025,Devin Morris,43,Other,New Carl,Acer,Acer 893,Ryzen 7,4GB,1TB SSD,8290,6,7792.6,UPI,3,2,Online
14-01-2025,Christopher Thomas,63,Female,Jenkinshaven,Apple,Apple 283,i3,8GB,512GB SSD,3700,9,3367,Credit Card,1,3,Offline
04-01-2025,Ivan Stout,52,Male,East Johnathanburgh,HP,HP 388,Ryzen 7,32GB,256GB SSD,6680,15,5678,Cash,2,2,Offline
17-01-2025,Denise Frazier,54,Other,New Rose,HP,HP 767,i5,8GB,256GB SSD,3810,1,3771.9,Debit Card,2,4,Online
08-01-2025,Mary Lucas,65,Other,West Cynthia,Apple,Apple 823,i3,4GB,256GB SSD,17240,29,12240.4,Debit Card,3,2,Offline
22-01-2025,Alex Nielsen Jr.,30,Other,Mariaton,MSI,MSI 293,i3,4GB,1TB HDD,4900,10,4410,Debit Card,2,2,Online
10-01-2025,Kathryn Henry,53,Other,East Amandaville,Dell,Dell 463,Ryzen 5,8GB,1TB SSD,10000,21,7900,Cash,3,1,Offline
17-01-2025,Cynthia Yoder,43,Other,Crystalton,MSI,MSI 267,Ryzen 3,32GB,512GB SSD,12300,5,11685,Cash,1,5,Online
07-01-2025,Melinda Miller,31,Female,New Allisonmouth,MSI,MSI 864,i3,16GB,256GB SSD,19480,5,18506,Net Banking,2,1,Offline
20-01-2025,Bradley Little,53,Female,Cunninghamtown,HP,HP 100,i3,8GB,512GB SSD,23710,25,17782.5,Debit Card,1,2,Online
08-01-2025,Jim Branch,61,Other,Mcculloughfort,Lenovo,Lenovo 457,i5,32GB,256GB SSD,24640,15,20944,UPI,3,1,Offline
11-01-2025,Paul Miller,49,Female,Maciasborough,HP,HP 766,i3,32GB,1TB HDD,9840,0,9840,Cash,3,1,Online
21-01-2025,Billy Miller,22,Other,Thomasmouth,Apple,Apple 578,Ryzen 5,32GB,1TB SSD,7780,14,6690.8,Cash,3,1,Offline
23-01-2025,Peter Green,55,Other,Lake Meagan,Lenovo,Lenovo 654,Ryzen 7,16GB,1TB HDD,23370,5,22201.5,Credit Card,3,2,Offline
22-01-2025,Patricia Ryan,41,Other,Millerville,MSI,MSI 646,Ryzen 3,8GB,1TB HDD,6850,4,6576,UPI,2,2,Online
03-01-2025,John Conley,39,Female,New Calvin,Lenovo,Lenovo 716,i7,32GB,256GB SSD,21200,23,16324,UPI,1,5,Offline
08-01-2025,Christopher Arnold,35,Other,Yatesburgh,Samsung,Samsung 246,Ryzen 5,32GB,1TB SSD,15470,2,15160.6,Net Banking,3,5,Offline
17-01-2025,Rachel Wilson,19,Other,South Elizabethland,Dell,Dell 666,Ryzen 5,32GB,1TB HDD,23390,8,21518.8,Cash,2,5,Offline
08-01-2025,Kaitlin Davis,35,Male,Jesseton,Lenovo,Lenovo 921,Ryzen 5,16GB,256GB SSD,19830,14,17053.8,Debit Card,2,4,Offline
01-01-2025,Joseph Peters,31,Female,Mannbury,HP,HP 489,i7,4GB,1TB HDD,14870,10,13383,Credit Card,3,2,Offline
15-01-2025,Joseph Fernandez,18,Female,Youngville,Apple,Apple 221,i3,8GB,1TB SSD,8710,30,6097,Net Banking,1,4,Offline
19-01-2025,Steven Klein,53,Other,Marymouth,Dell,Dell 118,Ryzen 5,8GB,1TB HDD,24890,26,18418.6,UPI,2,5,Online
02-01-2025,Morgan Gonzalez,18,Other,South Melissa,Lenovo,Lenovo 995,Ryzen 7,4GB,1TB HDD,22760,9,20711.6,Cash,3,2,Offline
14-01-2025,Maria Garrett,65,Male,South Stevetown,Asus,Asus 525,i5,4GB,512GB SSD,21310,25,15982.5,UPI,1,1,Online
18-01-2025,Aaron Taylor,20,Other,Jessicaland,Asus,Asus 837,Ryzen 3,32GB,256GB SSD,17570,20,14056,Debit Card,1,3,Offline
23-01-2025,Tracy Bowers,24,Other,Christophermouth,Acer,Acer 885,Ryzen 5,8GB,1TB SSD,15050,13,13093.5,Net Banking,3,1,Offline
02-01-2025,Cheryl Fowler,64,Male,Atkinsonchester,HP,HP 643,Ryzen 3,8GB,1TB SSD,4430,0,4430,Credit Card,3,2,Offline
07-01-2025,Jacob Hall,62,Male,West John,Dell,Dell 336,i7,16GB,1TB HDD,13320,4,12787.2,Cash,3,1,Offline
11-01-2025,Tanner Turner,35,Other,New Jerryburgh,Asus,Asus 532,Ryzen 5,32GB,1TB HDD,9750,9,8872.5,Credit Card,2,2,Online
